+--------------+---------------------------------------------------------+---------------------------------------------------------+---------------------------------------------------------+---------------------------------------------------------+---------------------------------------------------------+---------------------------------------------------------+---------------------------------------------------------+---------------------------------------------------------+---------------------------------------------------------+---------------------------------------------------------+---------------------------------------------------------+---------------------------------------------------------+---------------------------------------------------------+---------------------------------------------------------+---------------------------------------------------------+
|  Algorithm   |                                                A_common |                                                  A_cstm |                                                   A_opt |                                                E_common |                                                  E_cstm |                                                   E_opt |                                                L_common |                                                  L_cstm |                                                   L_opt |                                             Util_common |                                               Util_cstm |                                                Util_opt |                                             chip_common |                                               chip_cstm |                                                chip_opt |
|    vgg16     |             [['LINEAR', '1409.306'], ['SILU', '0.063'], |          [['LINEAR', '1409.306'], ['ADAPTIVEAVGPOOL2D', |          [['LINEAR', '1409.306'], ['ADAPTIVEAVGPOOL2D', |                [['LINEAR', '0.000'], ['SILU', '0.000'], |   [['LINEAR', '0.000'], ['ADAPTIVEAVGPOOL2D', '0.000'], |   [['LINEAR', '0.000'], ['ADAPTIVEAVGPOOL2D', '0.000'], |                [['LINEAR', '0.255'], ['SILU', '0.001'], |   [['LINEAR', '0.255'], ['ADAPTIVEAVGPOOL2D', '0.001'], |   [['LINEAR', '0.255'], ['ADAPTIVEAVGPOOL2D', '0.001'], |      [['LINEAR', '60491376640.000'], ['SILU', '0.000'], |     [['LINEAR', '123633664.000'], ['ADAPTIVEAVGPOOL2D', |    [['LINEAR', '4984696832.000'], ['ADAPTIVEAVGPOOL2D', |      [{'LINEAR', 'SILU', 'ADAPTIVEAVGPOOL2D', 'CONV1D', |   [{'LINEAR', 'ADAPTIVEAVGPOOL2D'}, {'CONV2D', 'RELU'}, |  [{'LINEAR', 'ADAPTIVEAVGPOOL2D', 'FLATTEN', 'PERMUTE', |
|              | ['ADAPTIVEAVGPOOL2D', '0.008'], ['CONV1D', '1409.306'], |    '0.008'], ['CONV2D', '1409.306'], ['RELU', '0.063'], |   '0.008'], ['FLATTEN', '0.000'], ['PERMUTE', '0.000'], |    ['ADAPTIVEAVGPOOL2D', '0.000'], ['CONV1D', '0.000'], |   ['CONV2D', '0.000'], ['RELU', '0.000'], ['MAXPOOL2D', |    ['FLATTEN', '0.000'], ['PERMUTE', '0.000'], ['GELU', |    ['ADAPTIVEAVGPOOL2D', '0.001'], ['CONV1D', '0.255'], |   ['CONV2D', '0.255'], ['RELU', '0.001'], ['MAXPOOL2D', |    ['FLATTEN', '0.001'], ['PERMUTE', '0.001'], ['GELU', |              ['ADAPTIVEAVGPOOL2D', '0.000'], ['CONV1D', |       '0.000'], ['CONV2D', '15346630656.000'], ['RELU', |   '0.000'], ['FLATTEN', '0.000'], ['PERMUTE', '0.000'], |         'TANH', 'PERMUTE', 'FLATTEN', 'GELU'}, {'RELU', |                                          {'MAXPOOL2D'}] |   'GELU'}, {'RELU', 'AVGPOOL2D', 'CONV2D', 'MAXPOOL2D', |
|              |    ['TANH', '0.038'], ['PERMUTE', '0.000'], ['FLATTEN', |                                 ['MAXPOOL2D', '0.008']] |     ['GELU', '0.063'], ['RELU', '0.063'], ['AVGPOOL2D', |    ['TANH', '0.000'], ['PERMUTE', '0.000'], ['FLATTEN', |                                               '0.000']] |    '0.000'], ['RELU', '0.000'], ['AVGPOOL2D', '0.000'], |    ['TANH', '0.001'], ['PERMUTE', '0.001'], ['FLATTEN', |                                               '0.001']] |    '0.001'], ['RELU', '0.001'], ['AVGPOOL2D', '0.001'], |      '86347087872.000'], ['TANH', '0.000'], ['PERMUTE', |                       '0.000'], ['MAXPOOL2D', '0.000']] |     ['GELU', '0.000'], ['RELU', '0.000'], ['AVGPOOL2D', |            'AVGPOOL2D', 'ROIALIGN', 'LASTLEVELMAXPOOL', |                                                         |                                               'RELU6'}] |
|              |         '0.000'], ['GELU', '0.063'], ['RELU', '0.063'], |                                                         |         '0.008'], ['CONV2D', '1409.306'], ['MAXPOOL2D', |         '0.000'], ['GELU', '0.000'], ['RELU', '0.000'], |                                                         |  ['CONV2D', '0.000'], ['MAXPOOL2D', '0.000'], ['RELU6', |         '0.001'], ['GELU', '0.001'], ['RELU', '0.001'], |                                                         |  ['CONV2D', '0.255'], ['MAXPOOL2D', '0.001'], ['RELU6', |      '0.000'], ['FLATTEN', '0.000'], ['GELU', '0.000'], |                                                         |  '0.000'], ['CONV2D', '26080239616.000'], ['MAXPOOL2D', |     'CONVTRANSPOSE2D', 'CONV2D', 'MAXPOOL2D', 'RELU6'}] |                                                         |                                                         |
|              |          ['ROIALIGN', '0.008'], ['AVGPOOL2D', '0.008'], |                                                         |                           '0.008'], ['RELU6', '0.063']] |          ['ROIALIGN', '0.000'], ['AVGPOOL2D', '0.000'], |                                                         |                                               '0.000']] |          ['ROIALIGN', '0.001'], ['AVGPOOL2D', '0.001'], |                                                         |                                               '0.001']] | ['RELU', '0.000'], ['ROIALIGN', '0.000'], ['AVGPOOL2D', |                                                         |                           '0.000'], ['RELU6', '0.000']] |                                                         |                                                         |                                                         |
|              |      ['LASTLEVELMAXPOOL', '0.008'], ['CONVTRANSPOSE2D', |                                                         |                                                         |      ['LASTLEVELMAXPOOL', '0.000'], ['CONVTRANSPOSE2D', |                                                         |                                                         |      ['LASTLEVELMAXPOOL', '0.001'], ['CONVTRANSPOSE2D', |                                                         |                                                         |                '0.000'], ['LASTLEVELMAXPOOL', '0.000'], |                                                         |                                                         |                                                         |                                                         |                                                         |
|              |      '1409.306'], ['CONV2D', '1409.306'], ['MAXPOOL2D', |                                                         |                                                         |  '0.000'], ['CONV2D', '0.000'], ['MAXPOOL2D', '0.000'], |                                                         |                                                         |  '0.255'], ['CONV2D', '0.255'], ['MAXPOOL2D', '0.001'], |                                                         |                                                         |         ['CONVTRANSPOSE2D', '12845056.000'], ['CONV2D', |                                                         |                                                         |                                                         |                                                         |                                                         |
|              |                           '0.008'], ['RELU6', '0.063']] |                                                         |                                                         |                                     ['RELU6', '0.000']] |                                                         |                                                         |                                     ['RELU6', '0.001']] |                                                         |                                                         |  '199270896896.000'], ['MAXPOOL2D', '0.000'], ['RELU6', |                                                         |                                                         |                                                         |                                                         |                                                         |
|              |                                                         |                                                         |                                                         |                                                         |                                                         |                                                         |                                                         |                                                         |                                                         |                                               '0.000']] |                                                         |                                                         |                                                         |                                                         |                                                         |
|   resnet18   |             [['LINEAR', '1409.306'], ['SILU', '0.063'], | [['LINEAR', '704.653'], ['ADAPTIVEAVGPOOL2D', '0.008'], |          [['LINEAR', '1409.306'], ['ADAPTIVEAVGPOOL2D', |                [['LINEAR', '0.000'], ['SILU', '0.000'], |   [['LINEAR', '0.000'], ['ADAPTIVEAVGPOOL2D', '0.000'], |   [['LINEAR', '0.000'], ['ADAPTIVEAVGPOOL2D', '0.000'], |                [['LINEAR', '0.255'], ['SILU', '0.001'], |   [['LINEAR', '0.191'], ['ADAPTIVEAVGPOOL2D', '0.001'], |   [['LINEAR', '0.255'], ['ADAPTIVEAVGPOOL2D', '0.001'], |      [['LINEAR', '60491376640.000'], ['SILU', '0.000'], |        [['LINEAR', '512000.000'], ['ADAPTIVEAVGPOOL2D', |    [['LINEAR', '4984696832.000'], ['ADAPTIVEAVGPOOL2D', |      [{'LINEAR', 'SILU', 'ADAPTIVEAVGPOOL2D', 'CONV1D', |   [{'LINEAR', 'ADAPTIVEAVGPOOL2D'}, {'CONV2D', 'RELU'}, |  [{'LINEAR', 'ADAPTIVEAVGPOOL2D', 'FLATTEN', 'PERMUTE', |
|              | ['ADAPTIVEAVGPOOL2D', '0.008'], ['CONV1D', '1409.306'], | ['CONV2D', '704.653'], ['RELU', '0.063'], ['MAXPOOL2D', |   '0.008'], ['FLATTEN', '0.000'], ['PERMUTE', '0.000'], |    ['ADAPTIVEAVGPOOL2D', '0.000'], ['CONV1D', '0.000'], |   ['CONV2D', '0.000'], ['RELU', '0.000'], ['MAXPOOL2D', |    ['FLATTEN', '0.000'], ['PERMUTE', '0.000'], ['GELU', |    ['ADAPTIVEAVGPOOL2D', '0.001'], ['CONV1D', '0.255'], |   ['CONV2D', '0.191'], ['RELU', '0.001'], ['MAXPOOL2D', |    ['FLATTEN', '0.001'], ['PERMUTE', '0.001'], ['GELU', |              ['ADAPTIVEAVGPOOL2D', '0.000'], ['CONV1D', |         '0.000'], ['CONV2D', '895008768.000'], ['RELU', |   '0.000'], ['FLATTEN', '0.000'], ['PERMUTE', '0.000'], |         'TANH', 'PERMUTE', 'FLATTEN', 'GELU'}, {'RELU', |                                          {'MAXPOOL2D'}] |   'GELU'}, {'RELU', 'AVGPOOL2D', 'CONV2D', 'MAXPOOL2D', |
|              |    ['TANH', '0.038'], ['PERMUTE', '0.000'], ['FLATTEN', |                                               '0.008']] |     ['GELU', '0.063'], ['RELU', '0.063'], ['AVGPOOL2D', |    ['TANH', '0.000'], ['PERMUTE', '0.000'], ['FLATTEN', |                                               '0.000']] |    '0.000'], ['RELU', '0.000'], ['AVGPOOL2D', '0.000'], |    ['TANH', '0.001'], ['PERMUTE', '0.001'], ['FLATTEN', |                                               '0.001']] |    '0.001'], ['RELU', '0.001'], ['AVGPOOL2D', '0.001'], |      '86347087872.000'], ['TANH', '0.000'], ['PERMUTE', |                       '0.000'], ['MAXPOOL2D', '0.000']] |     ['GELU', '0.000'], ['RELU', '0.000'], ['AVGPOOL2D', |            'AVGPOOL2D', 'ROIALIGN', 'LASTLEVELMAXPOOL', |                                                         |                                               'RELU6'}] |
|              |         '0.000'], ['GELU', '0.063'], ['RELU', '0.063'], |                                                         |         '0.008'], ['CONV2D', '1409.306'], ['MAXPOOL2D', |         '0.000'], ['GELU', '0.000'], ['RELU', '0.000'], |                                                         |  ['CONV2D', '0.000'], ['MAXPOOL2D', '0.000'], ['RELU6', |         '0.001'], ['GELU', '0.001'], ['RELU', '0.001'], |                                                         |  ['CONV2D', '0.255'], ['MAXPOOL2D', '0.001'], ['RELU6', |      '0.000'], ['FLATTEN', '0.000'], ['GELU', '0.000'], |                                                         |  '0.000'], ['CONV2D', '26080239616.000'], ['MAXPOOL2D', |     'CONVTRANSPOSE2D', 'CONV2D', 'MAXPOOL2D', 'RELU6'}] |                                                         |                                                         |
|              |          ['ROIALIGN', '0.008'], ['AVGPOOL2D', '0.008'], |                                                         |                           '0.008'], ['RELU6', '0.063']] |          ['ROIALIGN', '0.000'], ['AVGPOOL2D', '0.000'], |                                                         |                                               '0.000']] |          ['ROIALIGN', '0.001'], ['AVGPOOL2D', '0.001'], |                                                         |                                               '0.001']] | ['RELU', '0.000'], ['ROIALIGN', '0.000'], ['AVGPOOL2D', |                                                         |                           '0.000'], ['RELU6', '0.000']] |                                                         |                                                         |                                                         |
|              |      ['LASTLEVELMAXPOOL', '0.008'], ['CONVTRANSPOSE2D', |                                                         |                                                         |      ['LASTLEVELMAXPOOL', '0.000'], ['CONVTRANSPOSE2D', |                                                         |                                                         |      ['LASTLEVELMAXPOOL', '0.001'], ['CONVTRANSPOSE2D', |                                                         |                                                         |                '0.000'], ['LASTLEVELMAXPOOL', '0.000'], |                                                         |                                                         |                                                         |                                                         |                                                         |
|              |      '1409.306'], ['CONV2D', '1409.306'], ['MAXPOOL2D', |                                                         |                                                         |  '0.000'], ['CONV2D', '0.000'], ['MAXPOOL2D', '0.000'], |                                                         |                                                         |  '0.255'], ['CONV2D', '0.255'], ['MAXPOOL2D', '0.001'], |                                                         |                                                         |         ['CONVTRANSPOSE2D', '12845056.000'], ['CONV2D', |                                                         |                                                         |                                                         |                                                         |                                                         |
|              |                           '0.008'], ['RELU6', '0.063']] |                                                         |                                                         |                                     ['RELU6', '0.000']] |                                                         |                                                         |                                     ['RELU6', '0.001']] |                                                         |                                                         |  '199270896896.000'], ['MAXPOOL2D', '0.000'], ['RELU6', |                                                         |                                                         |                                                         |                                                         |                                                         |
|              |                                                         |                                                         |                                                         |                                                         |                                                         |                                                         |                                                         |                                                         |                                                         |                                               '0.000']] |                                                         |                                                         |                                                         |                                                         |                                                         |
| densenet121  |             [['LINEAR', '1409.306'], ['SILU', '0.063'], |              [['LINEAR', '704.653'], ['RELU', '0.063'], |          [['LINEAR', '1409.306'], ['ADAPTIVEAVGPOOL2D', |                [['LINEAR', '0.000'], ['SILU', '0.000'], |  [['LINEAR', '0.000'], ['RELU', '0.000'], ['AVGPOOL2D', |   [['LINEAR', '0.000'], ['ADAPTIVEAVGPOOL2D', '0.000'], |                [['LINEAR', '0.255'], ['SILU', '0.001'], |  [['LINEAR', '0.191'], ['RELU', '0.001'], ['AVGPOOL2D', |   [['LINEAR', '0.255'], ['ADAPTIVEAVGPOOL2D', '0.001'], |      [['LINEAR', '60491376640.000'], ['SILU', '0.000'], |          [['LINEAR', '1024000.000'], ['RELU', '0.000'], |    [['LINEAR', '4984696832.000'], ['ADAPTIVEAVGPOOL2D', |      [{'LINEAR', 'SILU', 'ADAPTIVEAVGPOOL2D', 'CONV1D', |              [{'LINEAR', 'RELU', 'AVGPOOL2D', 'CONV2D', |  [{'LINEAR', 'ADAPTIVEAVGPOOL2D', 'FLATTEN', 'PERMUTE', |
|              | ['ADAPTIVEAVGPOOL2D', '0.008'], ['CONV1D', '1409.306'], |          ['AVGPOOL2D', '0.008'], ['CONV2D', '704.653'], |   '0.008'], ['FLATTEN', '0.000'], ['PERMUTE', '0.000'], |    ['ADAPTIVEAVGPOOL2D', '0.000'], ['CONV1D', '0.000'], |  '0.000'], ['CONV2D', '0.000'], ['MAXPOOL2D', '0.000']] |    ['FLATTEN', '0.000'], ['PERMUTE', '0.000'], ['GELU', |    ['ADAPTIVEAVGPOOL2D', '0.001'], ['CONV1D', '0.255'], |  '0.001'], ['CONV2D', '0.191'], ['MAXPOOL2D', '0.001']] |    ['FLATTEN', '0.001'], ['PERMUTE', '0.001'], ['GELU', |              ['ADAPTIVEAVGPOOL2D', '0.000'], ['CONV1D', |   ['AVGPOOL2D', '0.000'], ['CONV2D', '2833137664.000'], |   '0.000'], ['FLATTEN', '0.000'], ['PERMUTE', '0.000'], |         'TANH', 'PERMUTE', 'FLATTEN', 'GELU'}, {'RELU', |                                           'MAXPOOL2D'}] |   'GELU'}, {'RELU', 'AVGPOOL2D', 'CONV2D', 'MAXPOOL2D', |
|              |    ['TANH', '0.038'], ['PERMUTE', '0.000'], ['FLATTEN', |                                 ['MAXPOOL2D', '0.008']] |     ['GELU', '0.063'], ['RELU', '0.063'], ['AVGPOOL2D', |    ['TANH', '0.000'], ['PERMUTE', '0.000'], ['FLATTEN', |                                                         |    '0.000'], ['RELU', '0.000'], ['AVGPOOL2D', '0.000'], |    ['TANH', '0.001'], ['PERMUTE', '0.001'], ['FLATTEN', |                                                         |    '0.001'], ['RELU', '0.001'], ['AVGPOOL2D', '0.001'], |      '86347087872.000'], ['TANH', '0.000'], ['PERMUTE', |                                 ['MAXPOOL2D', '0.000']] |     ['GELU', '0.000'], ['RELU', '0.000'], ['AVGPOOL2D', |            'AVGPOOL2D', 'ROIALIGN', 'LASTLEVELMAXPOOL', |                                                         |                                               'RELU6'}] |
|              |         '0.000'], ['GELU', '0.063'], ['RELU', '0.063'], |                                                         |         '0.008'], ['CONV2D', '1409.306'], ['MAXPOOL2D', |         '0.000'], ['GELU', '0.000'], ['RELU', '0.000'], |                                                         |  ['CONV2D', '0.000'], ['MAXPOOL2D', '0.000'], ['RELU6', |         '0.001'], ['GELU', '0.001'], ['RELU', '0.001'], |                                                         |  ['CONV2D', '0.255'], ['MAXPOOL2D', '0.001'], ['RELU6', |      '0.000'], ['FLATTEN', '0.000'], ['GELU', '0.000'], |                                                         |  '0.000'], ['CONV2D', '26080239616.000'], ['MAXPOOL2D', |     'CONVTRANSPOSE2D', 'CONV2D', 'MAXPOOL2D', 'RELU6'}] |                                                         |                                                         |
|              |          ['ROIALIGN', '0.008'], ['AVGPOOL2D', '0.008'], |                                                         |                           '0.008'], ['RELU6', '0.063']] |          ['ROIALIGN', '0.000'], ['AVGPOOL2D', '0.000'], |                                                         |                                               '0.000']] |          ['ROIALIGN', '0.001'], ['AVGPOOL2D', '0.001'], |                                                         |                                               '0.001']] | ['RELU', '0.000'], ['ROIALIGN', '0.000'], ['AVGPOOL2D', |                                                         |                           '0.000'], ['RELU6', '0.000']] |                                                         |                                                         |                                                         |
|              |      ['LASTLEVELMAXPOOL', '0.008'], ['CONVTRANSPOSE2D', |                                                         |                                                         |      ['LASTLEVELMAXPOOL', '0.000'], ['CONVTRANSPOSE2D', |                                                         |                                                         |      ['LASTLEVELMAXPOOL', '0.001'], ['CONVTRANSPOSE2D', |                                                         |                                                         |                '0.000'], ['LASTLEVELMAXPOOL', '0.000'], |                                                         |                                                         |                                                         |                                                         |                                                         |
|              |      '1409.306'], ['CONV2D', '1409.306'], ['MAXPOOL2D', |                                                         |                                                         |  '0.000'], ['CONV2D', '0.000'], ['MAXPOOL2D', '0.000'], |                                                         |                                                         |  '0.255'], ['CONV2D', '0.255'], ['MAXPOOL2D', '0.001'], |                                                         |                                                         |         ['CONVTRANSPOSE2D', '12845056.000'], ['CONV2D', |                                                         |                                                         |                                                         |                                                         |                                                         |
|              |                           '0.008'], ['RELU6', '0.063']] |                                                         |                                                         |                                     ['RELU6', '0.000']] |                                                         |                                                         |                                     ['RELU6', '0.001']] |                                                         |                                                         |  '199270896896.000'], ['MAXPOOL2D', '0.000'], ['RELU6', |                                                         |                                                         |                                                         |                                                         |                                                         |
|              |                                                         |                                                         |                                                         |                                                         |                                                         |                                                         |                                                         |                                                         |                                                         |                                               '0.000']] |                                                         |                                                         |                                                         |                                                         |                                                         |
|  peanutRCNN  |             [['LINEAR', '1409.306'], ['SILU', '0.063'], |         [['LINEAR', '1409.306'], ['ROIALIGN', '0.008'], |         [['LINEAR', '1409.306'], ['ROIALIGN', '0.008'], |                [['LINEAR', '0.000'], ['SILU', '0.000'], |   [['LINEAR', '0.000'], ['ROIALIGN', '0.000'], ['RELU', |   [['LINEAR', '0.000'], ['ROIALIGN', '0.000'], ['RELU', |                [['LINEAR', '0.255'], ['SILU', '0.001'], |   [['LINEAR', '0.255'], ['ROIALIGN', '0.001'], ['RELU', |   [['LINEAR', '0.255'], ['ROIALIGN', '0.001'], ['RELU', |      [['LINEAR', '60491376640.000'], ['SILU', '0.000'], |     [['LINEAR', '13940736.000'], ['ROIALIGN', '0.000'], |     [['LINEAR', '13940736.000'], ['ROIALIGN', '0.000'], |      [{'LINEAR', 'SILU', 'ADAPTIVEAVGPOOL2D', 'CONV1D', |              [{'LINEAR', 'RELU', 'ROIALIGN', 'FLATTEN', |              [{'LINEAR', 'RELU', 'ROIALIGN', 'FLATTEN', |
|              | ['ADAPTIVEAVGPOOL2D', '0.008'], ['CONV1D', '1409.306'], |                ['RELU', '0.063'], ['FLATTEN', '0.000'], |                ['RELU', '0.063'], ['FLATTEN', '0.000'], |    ['ADAPTIVEAVGPOOL2D', '0.000'], ['CONV1D', '0.000'], |     '0.000'], ['FLATTEN', '0.000'], ['CONVTRANSPOSE2D', |     '0.000'], ['FLATTEN', '0.000'], ['CONVTRANSPOSE2D', |    ['ADAPTIVEAVGPOOL2D', '0.001'], ['CONV1D', '0.255'], |     '0.001'], ['FLATTEN', '0.001'], ['CONVTRANSPOSE2D', |     '0.001'], ['FLATTEN', '0.001'], ['CONVTRANSPOSE2D', |              ['ADAPTIVEAVGPOOL2D', '0.000'], ['CONV1D', |                ['RELU', '0.000'], ['FLATTEN', '0.000'], |                ['RELU', '0.000'], ['FLATTEN', '0.000'], |         'TANH', 'PERMUTE', 'FLATTEN', 'GELU'}, {'RELU', |     'CONVTRANSPOSE2D'}, {'LASTLEVELMAXPOOL', 'CONV2D'}] |     'CONVTRANSPOSE2D'}, {'LASTLEVELMAXPOOL', 'CONV2D'}] |
|              |    ['TANH', '0.038'], ['PERMUTE', '0.000'], ['FLATTEN', |   ['CONVTRANSPOSE2D', '1409.306'], ['LASTLEVELMAXPOOL', |   ['CONVTRANSPOSE2D', '1409.306'], ['LASTLEVELMAXPOOL', |    ['TANH', '0.000'], ['PERMUTE', '0.000'], ['FLATTEN', |     '0.000'], ['LASTLEVELMAXPOOL', '0.000'], ['CONV2D', |     '0.000'], ['LASTLEVELMAXPOOL', '0.000'], ['CONV2D', |    ['TANH', '0.001'], ['PERMUTE', '0.001'], ['FLATTEN', |     '0.255'], ['LASTLEVELMAXPOOL', '0.001'], ['CONV2D', |     '0.255'], ['LASTLEVELMAXPOOL', '0.001'], ['CONV2D', |      '86347087872.000'], ['TANH', '0.000'], ['PERMUTE', |                    ['CONVTRANSPOSE2D', '12845056.000'], |                    ['CONVTRANSPOSE2D', '12845056.000'], |            'AVGPOOL2D', 'ROIALIGN', 'LASTLEVELMAXPOOL', |                                                         |                                                         |
|              |         '0.000'], ['GELU', '0.063'], ['RELU', '0.063'], |                       '0.008'], ['CONV2D', '1409.306']] |                       '0.008'], ['CONV2D', '1409.306']] |         '0.000'], ['GELU', '0.000'], ['RELU', '0.000'], |                                               '0.000']] |                                               '0.000']] |         '0.001'], ['GELU', '0.001'], ['RELU', '0.001'], |                                               '0.255']] |                                               '0.255']] |      '0.000'], ['FLATTEN', '0.000'], ['GELU', '0.000'], |               ['LASTLEVELMAXPOOL', '0.000'], ['CONV2D', |               ['LASTLEVELMAXPOOL', '0.000'], ['CONV2D', |     'CONVTRANSPOSE2D', 'CONV2D', 'MAXPOOL2D', 'RELU6'}] |                                                         |                                                         |
|              |          ['ROIALIGN', '0.008'], ['AVGPOOL2D', '0.008'], |                                                         |                                                         |          ['ROIALIGN', '0.000'], ['AVGPOOL2D', '0.000'], |                                                         |                                                         |          ['ROIALIGN', '0.001'], ['AVGPOOL2D', '0.001'], |                                                         |                                                         | ['RELU', '0.000'], ['ROIALIGN', '0.000'], ['AVGPOOL2D', |                                    '173190657280.000']] |                                    '173190657280.000']] |                                                         |                                                         |                                                         |
|              |      ['LASTLEVELMAXPOOL', '0.008'], ['CONVTRANSPOSE2D', |                                                         |                                                         |      ['LASTLEVELMAXPOOL', '0.000'], ['CONVTRANSPOSE2D', |                                                         |                                                         |      ['LASTLEVELMAXPOOL', '0.001'], ['CONVTRANSPOSE2D', |                                                         |                                                         |                '0.000'], ['LASTLEVELMAXPOOL', '0.000'], |                                                         |                                                         |                                                         |                                                         |                                                         |
|              |      '1409.306'], ['CONV2D', '1409.306'], ['MAXPOOL2D', |                                                         |                                                         |  '0.000'], ['CONV2D', '0.000'], ['MAXPOOL2D', '0.000'], |                                                         |                                                         |  '0.255'], ['CONV2D', '0.255'], ['MAXPOOL2D', '0.001'], |                                                         |                                                         |         ['CONVTRANSPOSE2D', '12845056.000'], ['CONV2D', |                                                         |                                                         |                                                         |                                                         |                                                         |
|              |                           '0.008'], ['RELU6', '0.063']] |                                                         |                                                         |                                     ['RELU6', '0.000']] |                                                         |                                                         |                                     ['RELU6', '0.001']] |                                                         |                                                         |  '199270896896.000'], ['MAXPOOL2D', '0.000'], ['RELU6', |                                                         |                                                         |                                                         |                                                         |                                                         |
|              |                                                         |                                                         |                                                         |                                                         |                                                         |                                                         |                                                         |                                                         |                                                         |                                               '0.000']] |                                                         |                                                         |                                                         |                                                         |                                                         |
|   resnet50   |             [['LINEAR', '1409.306'], ['SILU', '0.063'], |          [['LINEAR', '1409.306'], ['ADAPTIVEAVGPOOL2D', |          [['LINEAR', '1409.306'], ['ADAPTIVEAVGPOOL2D', |                [['LINEAR', '0.000'], ['SILU', '0.000'], |   [['LINEAR', '0.000'], ['ADAPTIVEAVGPOOL2D', '0.000'], |   [['LINEAR', '0.000'], ['ADAPTIVEAVGPOOL2D', '0.000'], |                [['LINEAR', '0.255'], ['SILU', '0.001'], |   [['LINEAR', '0.255'], ['ADAPTIVEAVGPOOL2D', '0.001'], |   [['LINEAR', '0.255'], ['ADAPTIVEAVGPOOL2D', '0.001'], |      [['LINEAR', '60491376640.000'], ['SILU', '0.000'], |       [['LINEAR', '2048000.000'], ['ADAPTIVEAVGPOOL2D', |    [['LINEAR', '4984696832.000'], ['ADAPTIVEAVGPOOL2D', |      [{'LINEAR', 'SILU', 'ADAPTIVEAVGPOOL2D', 'CONV1D', |   [{'LINEAR', 'ADAPTIVEAVGPOOL2D'}, {'CONV2D', 'RELU'}, |  [{'LINEAR', 'ADAPTIVEAVGPOOL2D', 'FLATTEN', 'PERMUTE', |
|              | ['ADAPTIVEAVGPOOL2D', '0.008'], ['CONV1D', '1409.306'], |    '0.008'], ['CONV2D', '1409.306'], ['RELU', '0.063'], |   '0.008'], ['FLATTEN', '0.000'], ['PERMUTE', '0.000'], |    ['ADAPTIVEAVGPOOL2D', '0.000'], ['CONV1D', '0.000'], |   ['CONV2D', '0.000'], ['RELU', '0.000'], ['MAXPOOL2D', |    ['FLATTEN', '0.000'], ['PERMUTE', '0.000'], ['GELU', |    ['ADAPTIVEAVGPOOL2D', '0.001'], ['CONV1D', '0.255'], |   ['CONV2D', '0.255'], ['RELU', '0.001'], ['MAXPOOL2D', |    ['FLATTEN', '0.001'], ['PERMUTE', '0.001'], ['GELU', |              ['ADAPTIVEAVGPOOL2D', '0.000'], ['CONV1D', |        '0.000'], ['CONV2D', '1443151872.000'], ['RELU', |   '0.000'], ['FLATTEN', '0.000'], ['PERMUTE', '0.000'], |         'TANH', 'PERMUTE', 'FLATTEN', 'GELU'}, {'RELU', |                                          {'MAXPOOL2D'}] |   'GELU'}, {'RELU', 'AVGPOOL2D', 'CONV2D', 'MAXPOOL2D', |
|              |    ['TANH', '0.038'], ['PERMUTE', '0.000'], ['FLATTEN', |                                 ['MAXPOOL2D', '0.008']] |     ['GELU', '0.063'], ['RELU', '0.063'], ['AVGPOOL2D', |    ['TANH', '0.000'], ['PERMUTE', '0.000'], ['FLATTEN', |                                               '0.000']] |    '0.000'], ['RELU', '0.000'], ['AVGPOOL2D', '0.000'], |    ['TANH', '0.001'], ['PERMUTE', '0.001'], ['FLATTEN', |                                               '0.001']] |    '0.001'], ['RELU', '0.001'], ['AVGPOOL2D', '0.001'], |      '86347087872.000'], ['TANH', '0.000'], ['PERMUTE', |                       '0.000'], ['MAXPOOL2D', '0.000']] |     ['GELU', '0.000'], ['RELU', '0.000'], ['AVGPOOL2D', |            'AVGPOOL2D', 'ROIALIGN', 'LASTLEVELMAXPOOL', |                                                         |                                               'RELU6'}] |
|              |         '0.000'], ['GELU', '0.063'], ['RELU', '0.063'], |                                                         |         '0.008'], ['CONV2D', '1409.306'], ['MAXPOOL2D', |         '0.000'], ['GELU', '0.000'], ['RELU', '0.000'], |                                                         |  ['CONV2D', '0.000'], ['MAXPOOL2D', '0.000'], ['RELU6', |         '0.001'], ['GELU', '0.001'], ['RELU', '0.001'], |                                                         |  ['CONV2D', '0.255'], ['MAXPOOL2D', '0.001'], ['RELU6', |      '0.000'], ['FLATTEN', '0.000'], ['GELU', '0.000'], |                                                         |  '0.000'], ['CONV2D', '26080239616.000'], ['MAXPOOL2D', |     'CONVTRANSPOSE2D', 'CONV2D', 'MAXPOOL2D', 'RELU6'}] |                                                         |                                                         |
|              |          ['ROIALIGN', '0.008'], ['AVGPOOL2D', '0.008'], |                                                         |                           '0.008'], ['RELU6', '0.063']] |          ['ROIALIGN', '0.000'], ['AVGPOOL2D', '0.000'], |                                                         |                                               '0.000']] |          ['ROIALIGN', '0.001'], ['AVGPOOL2D', '0.001'], |                                                         |                                               '0.001']] | ['RELU', '0.000'], ['ROIALIGN', '0.000'], ['AVGPOOL2D', |                                                         |                           '0.000'], ['RELU6', '0.000']] |                                                         |                                                         |                                                         |
