+------+----------+------------+------------+------------+---------------------+----------------------+-------------+--------+---------+--------+-------+
| line | layer_no | layer_type |  in_size   |  out_size  | in_channel/features | out_channel/features | kernel_size | stride | padding | groups | count |
| 402  |   196    |    relu    |   (7, 7)   |   (7, 7)   |          32         |          32          |      -      |   -    |    -    |   1    |   1   |
| 403  |   197    |   conv2d   |   (7, 7)   |   (7, 7)   |         640         |         128          |    (1, 1)   | (1, 1) |  (0, 0) |   1    |   1   |
| 405  |   198    |    relu    |   (7, 7)   |   (7, 7)   |         128         |         128          |      -      |   -    |    -    |   1    |   1   |
| 406  |   199    |   conv2d   |   (7, 7)   |   (7, 7)   |         128         |          32          |    (3, 3)   | (1, 1) |  (1, 1) |   1    |   1   |
| 410  |   200    |    relu    |   (7, 7)   |   (7, 7)   |          32         |          32          |      -      |   -    |    -    |   1    |   1   |
| 411  |   201    |   conv2d   |   (7, 7)   |   (7, 7)   |         672         |         128          |    (1, 1)   | (1, 1) |  (0, 0) |   1    |   1   |
| 413  |   202    |    relu    |   (7, 7)   |   (7, 7)   |         128         |         128          |      -      |   -    |    -    |   1    |   1   |
| 414  |   203    |   conv2d   |   (7, 7)   |   (7, 7)   |         128         |          32          |    (3, 3)   | (1, 1) |  (1, 1) |   1    |   1   |
| 418  |   204    |    relu    |   (7, 7)   |   (7, 7)   |          32         |          32          |      -      |   -    |    -    |   1    |   1   |
| 419  |   205    |   conv2d   |   (7, 7)   |   (7, 7)   |         704         |         128          |    (1, 1)   | (1, 1) |  (0, 0) |   1    |   1   |
| 421  |   206    |    relu    |   (7, 7)   |   (7, 7)   |         128         |         128          |      -      |   -    |    -    |   1    |   1   |
| 422  |   207    |   conv2d   |   (7, 7)   |   (7, 7)   |         128         |          32          |    (3, 3)   | (1, 1) |  (1, 1) |   1    |   1   |
| 426  |   208    |    relu    |   (7, 7)   |   (7, 7)   |          32         |          32          |      -      |   -    |    -    |   1    |   1   |
| 427  |   209    |   conv2d   |   (7, 7)   |   (7, 7)   |         736         |         128          |    (1, 1)   | (1, 1) |  (0, 0) |   1    |   1   |
| 429  |   210    |    relu    |   (7, 7)   |   (7, 7)   |         128         |         128          |      -      |   -    |    -    |   1    |   1   |
| 430  |   211    |   conv2d   |   (7, 7)   |   (7, 7)   |         128         |          32          |    (3, 3)   | (1, 1) |  (1, 1) |   1    |   1   |
| 434  |   212    |    relu    |   (7, 7)   |   (7, 7)   |          32         |          32          |      -      |   -    |    -    |   1    |   1   |
| 435  |   213    |   conv2d   |   (7, 7)   |   (7, 7)   |         768         |         128          |    (1, 1)   | (1, 1) |  (0, 0) |   1    |   1   |
| 437  |   214    |    relu    |   (7, 7)   |   (7, 7)   |         128         |         128          |      -      |   -    |    -    |   1    |   1   |
| 438  |   215    |   conv2d   |   (7, 7)   |   (7, 7)   |         128         |          32          |    (3, 3)   | (1, 1) |  (1, 1) |   1    |   1   |
| 442  |   216    |    relu    |   (7, 7)   |   (7, 7)   |          32         |          32          |      -      |   -    |    -    |   1    |   1   |
| 443  |   217    |   conv2d   |   (7, 7)   |   (7, 7)   |         800         |         128          |    (1, 1)   | (1, 1) |  (0, 0) |   1    |   1   |
| 445  |   218    |    relu    |   (7, 7)   |   (7, 7)   |         128         |         128          |      -      |   -    |    -    |   1    |   1   |
| 446  |   219    |   conv2d   |   (7, 7)   |   (7, 7)   |         128         |          32          |    (3, 3)   | (1, 1) |  (1, 1) |   1    |   1   |
| 450  |   220    |    relu    |   (7, 7)   |   (7, 7)   |          32         |          32          |      -      |   -    |    -    |   1    |   1   |
| 451  |   221    |   conv2d   |   (7, 7)   |   (7, 7)   |         832         |         128          |    (1, 1)   | (1, 1) |  (0, 0) |   1    |   1   |
| 453  |   222    |    relu    |   (7, 7)   |   (7, 7)   |         128         |         128          |      -      |   -    |    -    |   1    |   1   |
| 454  |   223    |   conv2d   |   (7, 7)   |   (7, 7)   |         128         |          32          |    (3, 3)   | (1, 1) |  (1, 1) |   1    |   1   |
| 458  |   224    |    relu    |   (7, 7)   |   (7, 7)   |          32         |          32          |      -      |   -    |    -    |   1    |   1   |
| 459  |   225    |   conv2d   |   (7, 7)   |   (7, 7)   |         864         |         128          |    (1, 1)   | (1, 1) |  (0, 0) |   1    |   1   |
| 461  |   226    |    relu    |   (7, 7)   |   (7, 7)   |         128         |         128          |      -      |   -    |    -    |   1    |   1   |
| 462  |   227    |   conv2d   |   (7, 7)   |   (7, 7)   |         128         |          32          |    (3, 3)   | (1, 1) |  (1, 1) |   1    |   1   |
| 466  |   228    |    relu    |   (7, 7)   |   (7, 7)   |          32         |          32          |      -      |   -    |    -    |   1    |   1   |
| 467  |   229    |   conv2d   |   (7, 7)   |   (7, 7)   |         896         |         128          |    (1, 1)   | (1, 1) |  (0, 0) |   1    |   1   |
| 469  |   230    |    relu    |   (7, 7)   |   (7, 7)   |         128         |         128          |      -      |   -    |    -    |   1    |   1   |
| 470  |   231    |   conv2d   |   (7, 7)   |   (7, 7)   |         128         |          32          |    (3, 3)   | (1, 1) |  (1, 1) |   1    |   1   |
| 474  |   232    |    relu    |   (7, 7)   |   (7, 7)   |          32         |          32          |      -      |   -    |    -    |   1    |   1   |
| 475  |   233    |   conv2d   |   (7, 7)   |   (7, 7)   |         928         |         128          |    (1, 1)   | (1, 1) |  (0, 0) |   1    |   1   |
| 477  |   234    |    relu    |   (7, 7)   |   (7, 7)   |         128         |         128          |      -      |   -    |    -    |   1    |   1   |
| 478  |   235    |   conv2d   |   (7, 7)   |   (7, 7)   |         128         |          32          |    (3, 3)   | (1, 1) |  (1, 1) |   1    |   1   |
| 482  |   236    |    relu    |   (7, 7)   |   (7, 7)   |          32         |          32          |      -      |   -    |    -    |   1    |   1   |
| 483  |   237    |   conv2d   |   (7, 7)   |   (7, 7)   |         960         |         128          |    (1, 1)   | (1, 1) |  (0, 0) |   1    |   1   |
| 485  |   238    |    relu    |   (7, 7)   |   (7, 7)   |         128         |         128          |      -      |   -    |    -    |   1    |   1   |
| 486  |   239    |   conv2d   |   (7, 7)   |   (7, 7)   |         128         |          32          |    (3, 3)   | (1, 1) |  (1, 1) |   1    |   1   |
| 490  |   240    |    relu    |   (7, 7)   |   (7, 7)   |          32         |          32          |      -      |   -    |    -    |   1    |   1   |
| 491  |   241    |   conv2d   |   (7, 7)   |   (7, 7)   |         992         |         128          |    (1, 1)   | (1, 1) |  (0, 0) |   1    |   1   |
| 493  |   242    |    relu    |   (7, 7)   |   (7, 7)   |         128         |         128          |      -      |   -    |    -    |   1    |   1   |
| 494  |   243    |   conv2d   |   (7, 7)   |   (7, 7)   |         128         |          32          |    (3, 3)   | (1, 1) |  (1, 1) |   1    |   1   |
| 499  |   244    |   linear   |   (1, 1)   |   (1, 1)   |         1024        |         1000         |      -      |   -    |    -    |   1    |   1   |
+------+----------+------------+------------+------------+---------------------+----------------------+-------------+--------+---------+--------+-------+
